ID,X,Y,datetime,population
A,706524.547042871,5506286.65143856,2016-11-09 00:00:48,1
A,706334.113471884,5506299.50127473,2016-11-09 02:00:42,1
A,705572.114639163,5505838.64706193,2016-11-09 04:00:52,1
A,705528.997299676,5505893.76039046,2016-11-09 06:00:42,1
A,705526.5086213,5505891.77103689,2016-11-09 08:00:41,1
A,705360.586479691,5505900.89863966,2016-11-09 10:01:27,1
A,704888.711778664,5505849.92959841,2016-11-09 12:01:11,1
A,704897.413344726,5505870.93911837,2016-11-09 14:00:54,1
A,704649.114041913,5505825.60103509,2016-11-09 16:01:07,1
A,700596.405682488,5505158.05438108,2016-11-09 18:01:37,1
A,701221.778463227,5504808.44378134,2016-11-09 20:00:41,1
A,701554.598016436,5505001.22205116,2016-11-09 22:01:05,1
A,701794.935143525,5505011.14391321,2016-11-10 00:00:48,1
A,701789.590525535,5504969.36810158,2016-11-10 02:00:54,1
A,701926.102852216,5504968.86187871,2016-11-10 04:01:14,1
A,701896.538837214,5504948.31406995,2016-11-10 06:00:42,1
A,701928.231534435,5504946.2267263,2016-11-10 08:00:55,1
A,701883.459933565,5505001.60527773,2016-11-10 10:00:54,1
A,701741.513414071,5505315.0380995,2016-11-10 12:01:24,1
A,701001.472335186,5505897.53301092,2016-11-10 14:00:45,1
A,700200.79480991,5506995.68507349,2016-11-10 16:02:01,1
A,700063.434604233,5507076.11201662,2016-11-10 18:01:01,1
A,699938.440083585,5507171.35895172,2016-11-10 20:00:49,1
A,699878.136954615,5507284.13071305,2016-11-10 22:01:00,1
A,699840.514556033,5507274.60434483,2016-11-11 00:00:52,1
A,699880.195088102,5507043.53102457,2016-11-11 02:01:22,1
A,699999.351194103,5506659.81050669,2016-11-11 04:00:54,1
A,700000.352255446,5506681.07995858,2016-11-11 06:00:53,1
A,699999.034760026,5506622.22176571,2016-11-11 08:00:47,1
A,699957.800562616,5506646.71602908,2016-11-11 10:01:06,1
A,700546.59310491,5505192.15757945,2016-11-11 12:02:58,1
A,701630.296465005,5504856.73703619,2016-11-11 14:01:27,1
A,701845.11968926,5504757.55631007,2016-11-11 16:00:53,1
A,702440.239777035,5504712.90361659,2016-11-11 18:00:54,1
A,702623.01176548,5504665.44370005,2016-11-11 20:00:46,1
A,703180.384957259,5504697.44570704,2016-11-11 22:01:29,1
A,703256.583159867,5504688.15789023,2016-11-12 00:00:53,1
A,703454.512288855,5504536.12623832,2016-11-12 02:00:59,1
A,703357.655075785,5504401.32376162,2016-11-12 04:02:23,1
A,703326.822677179,5504464.44464635,2016-11-12 06:01:01,1
A,703337.927485654,5504463.61284035,2016-11-12 08:00:48,1
A,703266.020117946,5504570.8974084,2016-11-12 10:01:13,1
A,702766.516599057,5504964.64102556,2016-11-12 12:01:34,1
A,702678.760240707,5504945.86755767,2016-11-12 14:00:41,1
A,702694.467648556,5504941.51212606,2016-11-12 16:01:47,1
A,702697.943062222,5504889.25332117,2016-11-12 18:01:42,1
A,702546.21662985,5504957.25010903,2016-11-12 20:00:52,1
A,702449.142491954,5505102.96786755,2016-11-12 22:01:35,1
A,702373.691818146,5505055.32111744,2016-11-13 00:00:54,1
A,702485.951334479,5504864.98077064,2016-11-13 02:01:19,1
A,702450.277571225,5504832.28077113,2016-11-13 04:02:05,1
A,703078.950348069,5504710.90871625,2016-11-13 06:01:22,1
A,703084.777488656,5504713.10741717,2016-11-13 08:00:57,1
A,703092.639585467,5504715.46410387,2016-11-13 10:00:54,1
A,702048.903496226,5504777.91090982,2016-11-13 12:01:00,1
A,700556.038464134,5505139.88494264,2016-11-13 14:00:55,1
A,701366.850925762,5504396.19511691,2016-11-13 16:01:23,1
A,701347.502902483,5504417.67136438,2016-11-13 18:01:29,1
A,701341.277486807,5504481.86973822,2016-11-13 20:00:48,1
A,701503.592703377,5504495.50795737,2016-11-13 22:00:37,1
A,701500.708333141,5504501.88135201,2016-11-14 00:00:54,1
A,701219.935810982,5504578.61374213,2016-11-14 02:00:48,1
A,701265.768479702,5504532.23863187,2016-11-14 04:01:06,1
A,701658.186584449,5504395.6805143,2016-11-14 06:01:19,1
A,701726.553873847,5504412.37894214,2016-11-14 08:00:54,1
A,701727.419323992,5504414.66795529,2016-11-14 10:00:53,1
A,701535.335796739,5504515.85243227,2016-11-14 12:01:12,1
A,701768.88074319,5504355.57289527,2016-11-14 14:00:44,1
A,701814.11734886,5504404.36299586,2016-11-14 16:00:53,1
A,701810.236652977,5504406.24333457,2016-11-14 18:00:55,1
A,701853.596541009,5504518.79496341,2016-11-14 20:02:07,1
A,701911.958394481,5504593.48194298,2016-11-14 22:01:42,1
A,702975.241019733,5505156.41597513,2016-11-15 00:01:23,1
A,703120.657375665,5505394.31414253,2016-11-15 02:00:54,1
A,703091.162563304,5505390.66610571,2016-11-15 04:00:58,1
A,703042.488348449,5505375.89094857,2016-11-15 06:00:54,1
A,703074.271878766,5505374.76973636,2016-11-15 08:01:37,1
A,703088.952657828,5505357.92601756,2016-11-15 10:01:23,1
A,704024.291919115,5505257.80263849,2016-11-15 12:00:54,1
A,704317.641379631,5505801.61235162,2016-11-15 14:02:01,1
A,704346.87124289,5505789.30938675,2016-11-15 16:00:54,1
A,704297.064094763,5505872.29249877,2016-11-15 18:00:45,1
A,704266.800792771,5506142.20285017,2016-11-15 20:01:04,1
A,704259.556281239,5506135.70275707,2016-11-15 22:00:55,1
A,704255.967146294,5506139.28169157,2016-11-16 00:00:57,1
A,704406.71635269,5505999.45710425,2016-11-16 02:01:05,1
A,704312.501096225,5505772.27356184,2016-11-16 04:01:18,1
A,704313.557451021,5505794.47270195,2016-11-16 06:00:53,1
A,704361.216420033,5505629.421384,2016-11-16 08:00:48,1
A,704332.438423968,5505686.49730055,2016-11-16 10:01:23,1
A,704262.307537326,5506183.01075281,2016-11-16 12:00:52,1
A,704809.346103778,5506576.84822634,2016-11-16 14:01:24,1
A,705034.047583095,5506538.4751839,2016-11-16 16:00:55,1
A,705065.362976799,5506570.45623112,2016-11-16 18:01:54,1
A,705646.662139997,5507004.14578914,2016-11-16 20:00:40,1
A,705861.920279461,5506789.45039629,2016-11-16 22:01:24,1
A,705893.818934597,5506797.30962035,2016-11-17 00:00:53,1
A,706011.554813914,5506730.32958176,2016-11-17 02:01:23,1
A,706004.745482196,5506777.36147537,2016-11-17 04:00:54,1
A,706152.758225759,5506880.47961341,2016-11-17 06:01:18,1
A,706159.876619168,5506869.45377398,2016-11-17 08:00:47,1
A,706038.989105472,5507085.34634816,2016-11-17 10:00:58,1
A,705892.712540458,5507082.63050695,2016-11-17 12:01:43,1
A,705672.452254408,5506884.55221505,2016-11-17 14:00:54,1
A,705728.644440679,5506879.93658928,2016-11-17 16:01:45,1
A,705503.31655873,5506939.64847725,2016-11-17 18:01:26,1
A,705531.080533802,5507129.64751135,2016-11-17 20:00:49,1
A,705747.839554295,5506919.95681575,2016-11-17 22:00:52,1
A,705731.242051191,5506901.54354885,2016-11-18 00:00:53,1
A,705666.841422238,5506815.47185592,2016-11-18 02:01:36,1
A,705662.356577371,5506802.38898595,2016-11-18 04:00:43,1
A,705645.113510083,5506825.0226865,2016-11-18 06:01:13,1
A,705654.687907412,5506827.18555103,2016-11-18 08:00:54,1
A,705654.887283629,5506823.99035932,2016-11-18 10:00:53,1
A,705756.318224102,5507209.60959395,2016-11-18 12:01:19,1
A,705407.21596001,5507376.26577979,2016-11-18 14:01:08,1
A,705461.368325738,5507225.75533731,2016-11-18 16:01:21,1
A,705467.308179165,5507219.64634046,2016-11-18 18:00:43,1
A,705951.276541048,5507437.81292886,2016-11-18 20:01:05,1
A,706100.187890345,5507611.01492457,2016-11-18 22:01:19,1
A,706385.985915809,5507601.65624602,2016-11-19 00:00:43,1
A,706801.787616591,5507284.45565014,2016-11-19 02:00:54,1
A,706807.579885064,5507285.7291619,2016-11-19 04:00:51,1
A,706891.92784431,5507353.01233502,2016-11-19 06:01:20,1
A,706916.363539119,5507346.95320393,2016-11-19 08:00:24,1
A,706901.972420099,5507335.40026098,2016-11-19 10:00:49,1
A,707878.682758107,5507095.49396731,2016-11-19 12:00:53,1
A,708227.801652859,5506973.95356965,2016-11-19 14:00:55,1
A,708276.830332297,5506805.94742728,2016-11-19 16:00:55,1
A,708732.060983596,5506711.08552487,2016-11-19 18:01:16,1
A,708748.198679748,5506866.30917736,2016-11-19 20:00:43,1
A,709046.077386978,5506978.06907162,2016-11-19 22:01:23,1
A,709039.524315882,5506980.01792497,2016-11-20 00:00:42,1
A,709173.9850351,5507035.0603705,2016-11-20 02:02:38,1
A,709759.293506034,5506976.2951083,2016-11-20 04:00:54,1
A,710143.133144309,5507041.2191442,2016-11-20 06:01:38,1
A,710238.917950113,5507125.57162729,2016-11-20 08:00:43,1
A,710260.064927585,5507069.99004499,2016-11-20 10:01:18,1
A,711014.508112894,5506770.89921565,2016-11-20 12:01:52,1
A,711602.276418775,5506801.06255926,2016-11-20 14:00:54,1
A,712716.896716898,5506047.60484366,2016-11-20 16:02:42,1
A,712942.558809262,5505860.23929824,2016-11-20 18:01:02,1
A,713802.773998171,5505536.43833317,2016-11-20 20:01:40,1
A,715163.242682349,5505393.22919936,2016-11-20 22:00:58,1
A,715151.094334851,5505405.52594877,2016-11-21 00:01:23,1
A,714980.649171387,5505171.69397849,2016-11-21 02:01:25,1
A,714864.20235459,5505047.63954401,2016-11-21 04:02:23,1
A,714837.242918418,5505079.54574844,2016-11-21 06:00:55,1
A,714827.743402295,5505057.20613362,2016-11-21 08:00:43,1
A,714643.498321343,5505241.88521199,2016-11-21 10:00:54,1
A,713666.691451957,5504134.47160309,2016-11-21 12:01:54,1
A,713028.033019261,5504556.77428234,2016-11-21 14:01:18,1
A,712682.482065411,5504906.08461844,2016-11-21 16:00:54,1
A,712771.671169906,5504966.33653625,2016-11-21 18:00:43,1
A,712714.619680532,5505239.15894912,2016-11-21 20:00:53,1
A,712550.965677404,5505325.94435267,2016-11-21 22:00:54,1
A,712542.337068692,5505179.19141031,2016-11-22 00:00:53,1
A,712552.586038445,5505225.62309043,2016-11-22 02:01:01,1
A,712457.707318624,5505067.59409594,2016-11-22 04:01:03,1
A,712441.982992915,5505001.946388,2016-11-22 06:00:53,1
A,712408.483608108,5504961.78913448,2016-11-22 08:00:59,1
A,712348.588763978,5504980.22635228,2016-11-22 10:01:21,1
A,712368.918212131,5505009.22608718,2016-11-22 12:01:16,1
A,712491.116055392,5505050.95326365,2016-11-22 14:01:23,1
A,712548.375993904,5505043.88975923,2016-11-22 16:01:11,1
A,712525.923066264,5505102.38188025,2016-11-22 18:01:24,1
A,712413.947620546,5505138.29629229,2016-11-22 20:00:32,1
A,712550.2491846,5505378.27713712,2016-11-22 22:01:30,1
A,712482.77975468,5505424.45963776,2016-11-23 00:01:10,1
A,712429.023795953,5505402.42073847,2016-11-23 02:01:11,1
A,712570.825819721,5505423.87389704,2016-11-23 04:01:47,1
A,712689.615862435,5505416.26407431,2016-11-23 06:00:37,1
A,712366.451911604,5505353.69422915,2016-11-23 08:00:53,1
A,712381.252796922,5505353.03948194,2016-11-23 10:00:54,1
A,710926.340939838,5506293.13634522,2016-11-23 12:01:30,1
A,711050.035949071,5506847.55243474,2016-11-23 14:00:47,1
A,711038.990600715,5507019.06495691,2016-11-23 16:00:53,1
A,710989.851057697,5507275.69043785,2016-11-23 18:00:54,1
A,710839.003823651,5507321.12102751,2016-11-23 20:01:54,1
A,710426.779583628,5507573.25501294,2016-11-23 22:01:08,1
A,710424.581477417,5507577.29824006,2016-11-24 00:00:54,1
A,710314.580389113,5507638.30989714,2016-11-24 02:02:06,1
A,710362.273484227,5507728.7592838,2016-11-24 04:01:59,1
A,710358.478533665,5507705.87542526,2016-11-24 06:00:48,1
A,710365.718929913,5507713.53377674,2016-11-24 08:00:38,1
A,710365.784685928,5507756.37904624,2016-11-24 10:01:40,1
A,710496.379491835,5507793.02248365,2016-11-24 12:01:59,1
A,710249.764355321,5507997.21526409,2016-11-24 14:01:07,1
A,710000.989344424,5508287.76377001,2016-11-24 16:02:47,1
A,710237.864523444,5508595.92240447,2016-11-24 18:00:54,1
A,710403.357944433,5508690.62923371,2016-11-24 20:00:48,1
A,710203.373303388,5508721.92005504,2016-11-24 22:00:49,1
A,710200.323727059,5508708.78475309,2016-11-25 00:01:21,1
A,710318.565575938,5508684.7794245,2016-11-25 02:00:54,1
A,710233.776478958,5508624.14999826,2016-11-25 04:00:55,1
A,710239.336222538,5508608.55186879,2016-11-25 06:00:54,1
A,710164.375230429,5508625.92158928,2016-11-25 08:00:44,1
A,710172.868811892,5508607.77218061,2016-11-25 10:00:53,1
A,710411.058304738,5508673.21714763,2016-11-25 12:00:54,1
A,710110.919846993,5508159.01891299,2016-11-25 14:01:52,1
A,710143.47008605,5508076.40849047,2016-11-25 16:00:53,1
A,710272.631813795,5507616.73567702,2016-11-25 18:01:17,1
A,709836.73547339,5507687.46345808,2016-11-25 20:01:41,1
A,709727.016729607,5507629.35220857,2016-11-25 22:00:54,1
A,709711.35334315,5507635.32832735,2016-11-26 00:01:24,1
A,709740.712496194,5507641.09726991,2016-11-26 02:01:03,1
A,709778.859051171,5507620.60487953,2016-11-26 04:00:54,1
A,709774.642840511,5507626.87332909,2016-11-26 06:01:40,1
A,709773.123905898,5507619.52372798,2016-11-26 08:00:54,1
A,709768.146024773,5507613.36021429,2016-11-26 10:00:53,1
A,709196.545891438,5507709.07417549,2016-11-26 12:01:50,1
A,708043.396599661,5507604.65524612,2016-11-26 14:01:07,1
A,707891.89439901,5507601.6288102,2016-11-26 16:00:48,1
A,707321.716157483,5507519.15274213,2016-11-26 18:01:19,1
A,706308.90147579,5507222.48428417,2016-11-26 20:00:55,1
A,706334.667444436,5507136.63939396,2016-11-26 22:00:55,1
A,706322.530745743,5507128.23227014,2016-11-27 00:01:53,1
A,706348.409447802,5507154.27154912,2016-11-27 02:02:06,1
A,706367.7312811,5507172.74459456,2016-11-27 04:00:55,1
A,706407.923055941,5507117.39770974,2016-11-27 06:02:53,1
A,706429.353152335,5507146.91460626,2016-11-27 08:01:00,1
A,706416.953026344,5507117.82968913,2016-11-27 10:00:53,1
A,705863.71141407,5507047.28012211,2016-11-27 12:00:54,1
A,705816.833747921,5506790.11479547,2016-11-27 14:01:06,1
A,706551.166950022,5506283.62690094,2016-11-27 16:01:12,1
A,706908.546418274,5506144.21697702,2016-11-27 18:02:15,1
A,706754.547082515,5506457.59569977,2016-11-27 20:01:13,1
A,707243.746475683,5506771.35764554,2016-11-27 22:00:54,1
A,707361.773722152,5506971.57435478,2016-11-28 00:01:15,1
A,707371.912009129,5507021.7138565,2016-11-28 02:00:54,1
A,707338.012029169,5507065.02889215,2016-11-28 04:02:21,1
A,707326.958858335,5507050.81789513,2016-11-28 06:01:24,1
A,707301.384927169,5507042.86605537,2016-11-28 08:00:48,1
A,707305.812798863,5507037.19993402,2016-11-28 10:00:48,1
A,706746.193543087,5506221.08288808,2016-11-28 12:00:53,1
A,705880.039688802,5505614.85931807,2016-11-28 14:00:50,1
A,705803.817979243,5505622.3036918,2016-11-28 16:01:46,1
A,705568.464135882,5505515.34881,2016-11-28 18:00:48,1
A,705239.53692795,5505823.30726627,2016-11-28 20:00:53,1
A,704975.629165591,5505672.34587792,2016-11-28 22:01:58,1
A,704975.753471024,5505684.58238238,2016-11-29 00:01:01,1
A,705004.914463829,5505689.92150491,2016-11-29 02:00:54,1
A,705060.655017091,5505778.55257345,2016-11-29 04:00:54,1
A,705159.492650551,5505801.98388689,2016-11-29 06:00:54,1
A,705109.731609073,5505801.3833575,2016-11-29 08:01:20,1
A,705111.077988941,5505802.31077809,2016-11-29 10:01:14,1
A,705054.713473856,5507326.14871869,2016-11-29 12:01:23,1
A,705329.876567763,5510780.58833372,2016-11-29 14:00:53,1
A,706771.123678627,5513242.71468169,2016-11-29 16:00:53,1
A,706773.452400905,5513248.16416961,2016-11-29 18:00:54,1
A,707149.720893237,5513859.5368248,2016-11-29 20:01:04,1
A,707298.017758845,5514088.33256774,2016-11-29 22:01:11,1
A,707525.097032082,5514081.78516923,2016-11-30 00:00:53,1
A,707585.996354321,5514069.39796939,2016-11-30 02:00:54,1
A,707670.418815812,5514007.9924992,2016-11-30 04:00:53,1
A,707624.405425497,5514063.61690223,2016-11-30 06:00:53,1
A,707618.159321965,5514061.62018848,2016-11-30 08:00:53,1
A,707526.48321595,5514072.22164308,2016-11-30 10:01:34,1
A,707226.342738147,5514128.96957181,2016-11-30 12:01:22,1
A,707141.48626669,5514079.47637096,2016-11-30 14:00:59,1
A,707148.506594417,5514064.26522062,2016-11-30 16:00:48,1
A,707563.225299017,5513916.39852971,2016-11-30 18:00:47,1
A,707746.215522764,5513835.11665539,2016-11-30 20:01:06,1
A,707749.58908362,5513813.82801899,2016-11-30 22:00:54,1
A,707766.471917461,5513808.56780426,2016-12-01 00:01:01,1
A,707538.862039727,5513812.83545352,2016-12-01 02:01:23,1
A,707684.876665354,5513832.62649861,2016-12-01 04:00:47,1
A,707676.102121487,5513811.57422647,2016-12-01 06:01:35,1
A,707566.900206464,5513846.98844893,2016-12-01 08:01:24,1
A,707562.643311924,5513851.06145292,2016-12-01 10:00:55,1
A,707354.689197203,5513853.35298584,2016-12-01 12:01:18,1
A,706514.525367494,5514047.84093073,2016-12-01 14:01:22,1
A,706505.69815233,5513962.62271137,2016-12-01 16:00:55,1
A,706618.232764957,5513948.940566,2016-12-01 18:02:20,1
A,706552.773629275,5513847.11312909,2016-12-01 20:01:27,1
A,706561.584139053,5513870.19872581,2016-12-01 22:01:24,1
A,706655.573706839,5513934.20510023,2016-12-02 00:02:24,1
A,706670.175955244,5514070.7764685,2016-12-02 02:01:24,1
A,706673.46339171,5513929.7020115,2016-12-02 04:01:16,1
A,706714.60301363,5513987.09704057,2016-12-02 06:01:18,1
A,706695.553302227,5513942.09882069,2016-12-02 08:00:47,1
A,706693.597974308,5513942.43685229,2016-12-02 10:01:23,1
A,707524.506999018,5512906.06297941,2016-12-02 12:01:04,1
A,708808.066742762,5509828.58756218,2016-12-02 14:01:57,1
A,710606.475260059,5507692.25751085,2016-12-02 16:01:52,1
A,712093.487587378,5506963.35920345,2016-12-02 18:01:44,1
A,715295.996438844,5505602.2372873,2016-12-02 20:01:41,1
A,715472.01475399,5505232.81970062,2016-12-02 22:01:20,1
A,715482.488280014,5505268.77652804,2016-12-03 00:00:53,1
A,715489.162050789,5505269.96008519,2016-12-03 02:00:55,1
A,715805.533951872,5505184.52455932,2016-12-03 04:01:10,1
A,715844.428897885,5505089.87081475,2016-12-03 06:01:18,1
A,715835.37293532,5505095.79796365,2016-12-03 08:00:54,1
A,715831.616846362,5505091.45272982,2016-12-03 10:01:25,1
A,716060.997747005,5505633.85157694,2016-12-03 12:01:11,1
A,713910.489679381,5505672.73222722,2016-12-03 14:00:54,1
A,714148.109818951,5505604.8720757,2016-12-03 16:00:49,1
A,714238.281569371,5505766.92381688,2016-12-03 18:01:24,1
A,714731.313638471,5505842.08380725,2016-12-03 20:01:25,1
A,715309.095762794,5505441.2520975,2016-12-03 22:01:57,1
A,715340.430765372,5505367.07550577,2016-12-04 00:01:06,1
A,715391.34903837,5505334.17884845,2016-12-04 02:00:54,1
A,715773.70705899,5505521.42346633,2016-12-04 04:02:55,1
A,716205.097607047,5505498.73391762,2016-12-04 06:01:24,1
A,716129.145169889,5505376.8655546,2016-12-04 08:01:00,1
A,716124.213959947,5505368.54592814,2016-12-04 10:01:06,1
A,715970.177911003,5505701.73205627,2016-12-04 12:01:17,1
A,715188.759928983,5505708.7995723,2016-12-04 14:01:15,1
A,714864.577633118,5505680.50598061,2016-12-04 16:02:53,1
A,714851.776245975,5505681.4160833,2016-12-04 18:01:14,1
A,714517.967621653,5505645.56596055,2016-12-04 20:01:08,1
A,714344.641622067,5505533.9983814,2016-12-04 22:00:53,1
A,714342.506997579,5505517.08440797,2016-12-05 00:00:48,1
A,714253.987928389,5505554.29637381,2016-12-05 02:01:15,1
A,714363.122300348,5505490.84834094,2016-12-05 04:01:53,1
A,714397.132104626,5505471.0242962,2016-12-05 06:01:42,1
A,714414.229118323,5505451.84439982,2016-12-05 08:00:54,1
A,714361.18707658,5505533.7474619,2016-12-05 10:01:07,1
A,714068.212094119,5505499.3731369,2016-12-05 12:00:54,1
A,713272.500519571,5505339.357955,2016-12-05 14:01:58,1
A,713251.513387494,5505361.96574133,2016-12-05 16:01:06,1
A,713119.76465582,5505442.12903715,2016-12-05 18:00:48,1
A,712442.939599831,5506060.34008718,2016-12-05 20:00:53,1
A,712500.392559575,5506247.70648619,2016-12-05 22:00:45,1
A,712084.277125254,5506363.47835079,2016-12-06 00:00:47,1
A,711372.061982852,5506535.31355147,2016-12-06 02:00:54,1
A,711357.295259905,5506540.98146592,2016-12-06 04:01:32,1
A,711372.208956239,5506500.64381464,2016-12-06 06:01:35,1
A,711363.891851639,5506543.19743343,2016-12-06 08:01:09,1
A,711304.382672573,5506554.28528532,2016-12-06 10:00:54,1
A,710015.298887298,5507045.90066203,2016-12-06 12:00:55,1
A,707621.718984165,5507426.03619675,2016-12-06 14:01:13,1
A,707372.089289882,5507501.96473184,2016-12-06 16:00:54,1
A,707311.856438809,5507555.86069531,2016-12-06 18:00:54,1
A,707342.362947131,5507506.82027589,2016-12-06 20:00:54,1
A,706500.968027788,5507515.72664127,2016-12-06 22:00:54,1
A,705905.05750875,5507680.66295352,2016-12-07 00:00:53,1
A,705902.430289967,5507675.78826253,2016-12-07 02:00:54,1
A,705676.446265601,5508044.45018235,2016-12-07 04:00:56,1
A,705747.423356449,5508161.10120232,2016-12-07 06:00:42,1
